CVSS_Severity,Date,id,summary
"
                            ,V3:, ,8.8 HIGH,
                        ,
                            ,V2:, ,7.2 HIGH,
                        ","March 29, 2017; 10:59:00 AM -04:00",CVE-2017-5671,"Honeywell Intermec PM23, PM42, PM43, PC23, PC43, PD43, and PC42 industrial printers before 10.11.013310 and 10.12.x before 10.12.013309 have /usr/bin/lua installed setuid to the itadmin account, which allows local users to conduct a BusyBox jailbreak attack and obtain root privileges by overwriting the /etc/shadow file."
